__table__,Outlet ID,Outlet Name,KA Manager,Employee ID,Segment,Is Active,Has Fridge,Has Draught,Draught Installed,__empty__,Date,SKU,Sales Unit,Actual Volume,Category,Raw Actual Volume,Crate Equivalent Factor,Target Date,Target Month,Full Month Target,Raw Full Month Target,Target Crate Equivalent Factor,Source Employee ID,Target Owner Mapping,Planned Visits,Actual Visits,JP Good Visits,Visit Completion,JP Adherence,Is Working Day,KPI,Weight,Included Final,Key,Value
sales,1216716,5kilo bar&restaurant,London,2526,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,DA Beverage Distribution plc,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1016879,Abem butchery,Netsanet,215,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Dawileon Trading Plc,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1003549,Golf club,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Seblu Deresse Mekonnen,15.0,Bottle,15.0,1.0,,,,,,,,,,,,,,,,,,
sales,1003549,Golf club,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Negus Malt,Seblu Deresse Mekonnen,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1010380,Adenew Butchery,Chandra,295,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Yigeremu Goshu Hordofa,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1048118,Africana Bar and Restaurant,Alemayehu,3359,Bar and Restaurant,True,False,False,No,,2026-07-01,Habesha Beer,Fibath Trading,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1215666,Amene butchery,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2756794,Arsema Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Yigeremu Goshu Hordofa,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,2756794,Arsema Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Yigeremu Goshu Hordofa,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1207099,Asko level 5 Hotel,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha Beer,Seblu Deresse Mekonnen,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,1207099,Asko level 5 Hotel,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Negus Malt,Seblu Deresse Mekonnen,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,2180441,Atmosphere lounge,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Dawileon Trading Plc,34.09090909090909,Draught,9.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1126573,BaBis Bistro,Chandra,295,Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Yigeremu Goshu Hordofa,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1126573,BaBis Bistro,Chandra,295,Restaurant,True,True,False,No,,2026-07-01,Negus Malt,Yigeremu Goshu Hordofa,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1001387,Bartina Hotel,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1001385,Betenda Kurt,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1579550,bricks lounge,Alemayehu,3359,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Fibath Trading,7.0,Bottle,7.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002031,Bridge Hotel,Alemayehu,3359,Bar,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2957288,Cheru Medanialem,Netsanet,215,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Dawileon Trading Plc,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,2957288,Cheru Medanialem,Netsanet,215,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Dawileon Trading Plc,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1566608,Daron Hotel,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha 30L KEG Draught Beer,DA Beverage Distribution plc,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2756774,Desalegn Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Yigeremu Goshu Hordofa,12.0,Bottle,12.0,1.0,,,,,,,,,,,,,,,,,,
sales,2756774,Desalegn Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Yigeremu Goshu Hordofa,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,2254017,Fekire  kunespagna,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Fibath Trading,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1018616,foyate bar and restaurant,London,2526,Restaurant,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Guade Lakew Wondifraw,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1214424,Goro addis butchery,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Fibath Trading,8.0,Bottle,8.0,1.0,,,,,,,,,,,,,,,,,,
sales,1214424,Goro addis butchery,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Fibath Trading,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,2739931,Habesha butchery,London,2526,Butchery,True,True,True,Yes,,2026-07-01,Habesha Beer,Guade Lakew Wondifraw,6.0,Bottle,6.0,1.0,,,,,,,,,,,,,,,,,,
sales,2739931,Habesha butchery,London,2526,Butchery,True,True,True,Yes,,2026-07-01,Negus Malt,Guade Lakew Wondifraw,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,2848593,Habesha butchery,Alemayehu,3359,Butchery,True,False,False,No,,2026-07-01,Habesha Beer,Fibath Trading,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,2848593,Habesha butchery,Alemayehu,3359,Butchery,True,False,False,No,,2026-07-01,Negus Malt,Fibath Trading,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1576119,Halle Grand Hotel,London,2526,Hotel,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Guade Lakew Wondifraw,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2868756,Juventus club,Netsanet,215,Bar and Restaurant,True,False,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Yigeremu Goshu Hordofa,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1004020,Kategna Bar and Restaurant,Netsanet,215,Restaurant,True,False,False,No,,2026-07-01,Habesha Beer,Dawileon Trading Plc,8.0,Bottle,8.0,1.0,,,,,,,,,,,,,,,,,,
sales,1004020,Kategna Bar and Restaurant,Netsanet,215,Restaurant,True,False,False,No,,2026-07-01,Negus Malt,Dawileon Trading Plc,6.0,Bottle,6.0,1.0,,,,,,,,,,,,,,,,,,
sales,1215982,Kertina butchery(korean,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Fibath Trading,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1001652,Kertina butchery(gerji t,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Habesha 30L KEG Draught Beer,Fibath Trading,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2725111,Kidanemihret Butchery,Alemayehu,3359,Butchery,True,False,False,No,,2026-07-01,Habesha Beer,Fibath Trading,6.0,Bottle,6.0,1.0,,,,,,,,,,,,,,,,,,
sales,1016668,Lafto Mall Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Yigeremu Goshu Hordofa,7.0,Bottle,7.0,1.0,,,,,,,,,,,,,,,,,,
sales,1016668,Lafto Mall Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Negus Malt,Yigeremu Goshu Hordofa,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1216864,Lamirot Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Seblu Deresse Mekonnen,14.0,Bottle,14.0,1.0,,,,,,,,,,,,,,,,,,
sales,1216864,Lamirot Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Negus Malt,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1591828,lidu hotel,Netsanet,215,Hotel,True,True,False,No,,2026-07-01,Habesha Beer,Dawileon Trading Plc,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002049,Liya Hotel,Alemayehu,3359,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1193110,Mandela bar,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Habesha Beer,Fibath Trading,7.0,Bottle,7.0,1.0,,,,,,,,,,,,,,,,,,
sales,1193110,Mandela bar,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-01,Negus Malt,Fibath Trading,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1024369,Embilta Hotel,Chandra,295,Hotel,True,False,False,No,,2026-07-01,Habesha 30L KEG Draught Beer,Seblu Deresse Mekonnen,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2267797,Beyene leda,Alemayehu,3359,Butchery,True,False,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1685640,Noble House,London,2526,Bar and Restaurant,True,False,False,No,,2026-07-01,Habesha Beer,DA Beverage Distribution plc,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1651657,Oda Bar and Res,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha Beer,Genet Woldeab Bizane,8.0,Bottle,8.0,1.0,,,,,,,,,,,,,,,,,,
sales,1651657,Oda Bar and Res,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Genet Woldeab Bizane,15.151515151515152,Draught,4.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1651657,Oda Bar and Res,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-01,Negus Malt,Genet Woldeab Bizane,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1216866,On Time,Alemayehu,3359,Hotel,True,True,True,Yes,,2026-07-01,Habesha Beer,Fibath Trading,9.0,Bottle,9.0,1.0,,,,,,,,,,,,,,,,,,
sales,1216866,On Time,Alemayehu,3359,Hotel,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Fibath Trading,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1216866,On Time,Alemayehu,3359,Hotel,True,True,True,Yes,,2026-07-01,Negus Malt,Fibath Trading,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1025484,Serabo Cultural House,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Seblu Deresse Mekonnen,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1000019,Shebel Addis,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Fibath Trading,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1000019,Shebel Addis,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Fibath Trading,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1009257,Shembegen Hotel,Chandra,295,Bar and Restaurant,True,False,False,No,,2026-07-01,Habesha 30L KEG Draught Beer,DA Beverage Distribution plc,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1002033,Snoze Hotel,Alemayehu,3359,Bar,True,False,False,No,,2026-07-01,Habesha Beer,Shimeles Solomon Ahmed,12.0,Bottle,12.0,1.0,,,,,,,,,,,,,,,,,,
sales,1009386,southeget hotel apartment,Alemayehu,3359,Hotel,True,False,False,No,,2026-07-01,Habesha Beer,Fibath Trading,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1025985,Top bar and restaurant,London,2526,Bar and Restaurant,True,False,False,No,,2026-07-01,Habesha Beer,DA Beverage Distribution plc,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1000024,Veronica Bar and Resturant,Alemayehu,3359,Bar and Restaurant,True,False,False,No,,2026-07-01,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1062558,Watot lounge,Chandra,295,lounge,True,True,True,Yes,,2026-07-01,Habesha 30L KEG Draught Beer,Yigeremu Goshu Hordofa,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1009150,Yilma Butchery,Alemayehu,3359,Butchery,True,False,False,No,,2026-07-01,Habesha Beer,Fibath Trading,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1065651,Yod Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Habesha Beer,Seblu Deresse Mekonnen,8.0,Bottle,8.0,1.0,,,,,,,,,,,,,,,,,,
sales,1065651,Yod Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-01,Negus Malt,Seblu Deresse Mekonnen,8.0,Bottle,8.0,1.0,,,,,,,,,,,,,,,,,,
sales,2837203,Zegeye kurt bet,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Habesha Beer,Fibath Trading,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,2837203,Zegeye kurt bet,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-01,Negus Malt,Fibath Trading,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002749,Arefayni House,Chandra,295,Bar,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1027106,Ashu Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-02,Habesha Beer,Yigeremu Goshu Hordofa,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1027106,Ashu Butchery,Chandra,295,Butchery,True,True,False,No,,2026-07-02,Negus Malt,Yigeremu Goshu Hordofa,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1207099,Asko level 5 Hotel,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,DA Beverage Distribution plc,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1207099,Asko level 5 Hotel,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1207099,Asko level 5 Hotel,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Negus Malt,Seblu Deresse Mekonnen,9.0,Bottle,9.0,1.0,,,,,,,,,,,,,,,,,,
sales,1008615,Atlas  International Hotel,Alemayehu,3359,Hotel,True,False,False,No,,2026-07-02,Habesha Beer,Fibath Trading,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,2180441,Atmosphere lounge,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha Beer,Dawileon Trading Plc,25.0,Bottle,25.0,1.0,,,,,,,,,,,,,,,,,,
sales,2180441,Atmosphere lounge,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Dawileon Trading Plc,30.303030303030305,Draught,8.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2180441,Atmosphere lounge,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Negus Malt,Dawileon Trading Plc,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1001640,Beemnet Bar and Restaurant,Alemayehu,3359,Restaurant,True,True,False,No,,2026-07-02,Habesha Beer,Fibath Trading,9.0,Bottle,9.0,1.0,,,,,,,,,,,,,,,,,,
sales,1593192,Bekiber special kurt ena lounge,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Habesha Beer,Guade Lakew Wondifraw,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1593192,Bekiber special kurt ena lounge,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1057503,Best Western Plus Addis Ababa Hotel,Netsanet,215,Hotel,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Fibath Trading,15.151515151515152,Draught,4.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1017820,Bisrat Hotel,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1017820,Bisrat Hotel,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-02,Negus Malt,Seblu Deresse Mekonnen,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002031,Bridge Hotel,Alemayehu,3359,Bar,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2808896,Central butchery,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Fibath Trading,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1024822,China Town Bar and Restaurant,Netsanet,215,Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Dawileon Trading Plc,7.0,Bottle,7.0,1.0,,,,,,,,,,,,,,,,,,
sales,2888215,Dames leyu kurt,London,2526,Bar and Restaurant,True,False,False,No,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1919290,Entoto Restaurant,Netsanet,215,Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Dawileon Trading Plc,6.0,Bottle,6.0,1.0,,,,,,,,,,,,,,,,,,
sales,1919290,Entoto Restaurant,Netsanet,215,Restaurant,True,False,False,No,,2026-07-02,Negus Malt,Dawileon Trading Plc,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,2254017,Fekire  kunespagna,Alemayehu,3359,Butchery,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Fibath Trading,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2211661,Fikre Kunspagna Imperial,Alemayehu,3359,Butchery,True,False,False,No,,2026-07-02,Negus Malt,Fibath Trading,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1026652,Filwoha Spa Service Enterprise /no2/,Chandra,295,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Seblu Deresse Mekonnen,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2905492,Fikire kunspagna,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-02,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,11.363636363636363,Draught,3.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1018616,foyate bar and restaurant,London,2526,Restaurant,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Guade Lakew Wondifraw,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1011907,Friendship Supermarket,Netsanet,215,Supermarket,True,False,False,No,,2026-07-02,Habesha Beer,Dawileon Trading Plc,12.0,Bottle,12.0,1.0,,,,,,,,,,,,,,,,,,
sales,1011907,Friendship Supermarket,Netsanet,215,Supermarket,True,False,False,No,,2026-07-02,Negus Malt,Dawileon Trading Plc,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1001526,Genesis Fishe,Alemayehu,3359,Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Fibath Trading,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1001526,Genesis Fishe,Alemayehu,3359,Restaurant,True,False,False,No,,2026-07-02,Negus Malt,Fibath Trading,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,2876389,Gihon Abisinya Butchery,Chandra,295,Bar and Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,1567318,Hakim Bar and Restaurant,Chandra,295,Bar and Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1024855,Habesha butchery,Netsanet,215,Butchery,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Dawileon Trading Plc,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2957600,Hager Fiker Theatre,Chandra,295,Bar and Restaurant,True,False,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Seblu Deresse Mekonnen,56.81818181818182,Draught,15.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1014433,Hatirik Hotel,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002664,Jambo Bar and Restaurant,Chandra,295,Bar,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,15.0,Bottle,15.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002664,Jambo Bar and Restaurant,Chandra,295,Bar,True,True,False,No,,2026-07-02,Negus Malt,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,2868756,Juventus club,Netsanet,215,Bar and Restaurant,True,False,True,Yes,,2026-07-02,Habesha Beer,Dawileon Trading Plc,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1127393,Kana bar,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,2.0,Bottle,2.0,1.0,,,,,,,,,,,,,,,,,,
sales,1066138,Kebede leyu kurt,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Habesha Beer,Guade Lakew Wondifraw,13.0,Bottle,13.0,1.0,,,,,,,,,,,,,,,,,,
sales,1066138,Kebede leyu kurt,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1010385,Kerami Butchery,Chandra,295,Butchery,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Yigeremu Goshu Hordofa,7.575757575757576,Draught,2.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,1001652,Kertina butchery(gerji t,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-02,Habesha Beer,Fibath Trading,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1001652,Kertina butchery(gerji t,Alemayehu,3359,Butchery,True,True,False,No,,2026-07-02,Negus Malt,Fibath Trading,5.0,Bottle,5.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002955,KG Corner Bar and Restaurant,Chandra,295,Bar and Restaurant,True,False,False,No,,2026-07-02,Negus Malt,Seblu Deresse Mekonnen,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1012278,Kings Hotel,Chandra,295,Hotel,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1012278,Kings Hotel,Chandra,295,Hotel,True,True,False,No,,2026-07-02,Negus Malt,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1233883,Kiya Hotel and Resort,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha Beer,Genet Woldeab Bizane,20.0,Bottle,20.0,1.0,,,,,,,,,,,,,,,,,,
sales,1233883,Kiya Hotel and Resort,Netsanet,215,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Negus Malt,Genet Woldeab Bizane,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,2789801,Kuchina Mesob Bar And Restaurant,Alemayehu,3359,Bar and Restaurant,True,False,False,No,,2026-07-02,Habesha Beer,Fibath Trading,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
sales,1233135,Lemore Bar And Restaurant,London,2526,Restaurant,True,True,True,Yes,,2026-07-02,Habesha Beer,Guade Lakew Wondifraw,4.0,Bottle,4.0,1.0,,,,,,,,,,,,,,,,,,
sales,1233135,Lemore Bar And Restaurant,London,2526,Restaurant,True,True,True,Yes,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1002049,Liya Hotel,Alemayehu,3359,Bar and Restaurant,True,True,True,Yes,,2026-07-02,Habesha 30L KEG Draught Beer,Shimeles Solomon Ahmed,3.787878787878788,Draught,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,
sales,2933333,Maraki Bar and Restaurant,Chandra,295,Bar and Restaurant,True,True,False,No,,2026-07-02,Habesha Beer,Seblu Deresse Mekonnen,1.0,Bottle,1.0,1.0,,,,,,,,,,,,,,,,,,
sales,1057633,Mera bar & restaurant,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Habesha Beer,Guade Lakew Wondifraw,10.0,Bottle,10.0,1.0,,,,,,,,,,,,,,,,,,
sales,1057633,Mera bar & restaurant,London,2526,Butchery,True,True,True,Yes,,2026-07-02,Negus Malt,Guade Lakew Wondifraw,3.0,Bottle,3.0,1.0,,,,,,,,,,,,,,,,,,
